"","X","Year","Week","Date","Day","value","catcorr","Bay","corTL","co"
"324",535,"2016",6,2016-06-24,"06_24",31,1.869227139,"Shinnecock",58,2
"325",536,"2016",6,2016-06-24,"06_24",59,1.333117473,"Shinnecock",79,1
"326",550,"2016",6,2016-06-24,"06_24",62,1.274595083,"Shinnecock",79,1
"327",551,"2016",6,2016-06-24,"06_24",62,1.274595083,"Shinnecock",79,1
"328",565,"2016",6,2016-06-24,"06_24",63,1.256570527,"Shinnecock",79,1
"329",566,"2016",6,2016-06-24,"06_24",35,1.821184158,"Shinnecock",64,2
"330",580,"2016",6,2016-06-24,"06_24",50,1.534401164,"Shinnecock",77,1
"331",581,"2016",6,2016-06-24,"06_24",45,1.645659032,"Shinnecock",74,1
"332",595,"2016",6,2016-06-24,"06_24",40,1.743111015,"Shinnecock",70,2
"333",596,"2016",6,2016-06-24,"06_24",62,1.274595083,"Shinnecock",79,1
"334",610,"2016",6,2016-06-24,"06_24",61,1.293386184,"Shinnecock",79,1
"335",611,"2016",6,2016-06-24,"06_24",37,1.792410193,"Shinnecock",66,2
"336",624,"2016",6,2016-06-24,"06_24",58,1.353959245,"Shinnecock",79,1
"337",625,"2016",6,2016-06-24,"06_24",63,1.256570527,"Shinnecock",79,1
"338",636,"2016",6,2016-06-24,"06_24",56,1.397281537,"Shinnecock",78,1
"339",637,"2016",6,2016-06-24,"06_24",45,1.645659032,"Shinnecock",74,1
"340",647,"2016",6,2016-06-24,"06_24",37,1.792410193,"Shinnecock",66,2
"341",656,"2016",6,2016-06-24,"06_24",35,1.821184158,"Shinnecock",64,2
"342",665,"2016",6,2016-06-24,"06_24",34,1.834357323,"Shinnecock",62,2
"343",673,"2016",6,2016-06-24,"06_24",37,1.792410193,"Shinnecock",66,2
"344",681,"2016",6,2016-06-24,"06_24",35,1.821184158,"Shinnecock",64,2
"345",689,"2016",6,2016-06-24,"06_24",37,1.792410193,"Shinnecock",66,2
"346",697,"2016",6,2016-06-24,"06_24",31,1.869227139,"Shinnecock",58,2
"347",43,"2016",7,2016-07-01,"07_01",73,1.120442198,"Shinnecock",82,1
"348",44,"2016",7,2016-07-01,"07_01",69,1.165412156,"Shinnecock",80,1
"349",45,"2016",7,2016-07-01,"07_01",41,1.72507236,"Shinnecock",71,2
"350",46,"2016",7,2016-07-01,"07_01",60,1.312908509,"Shinnecock",79,1
"351",47,"2016",7,2016-07-01,"07_01",75,1.102189954,"Shinnecock",83,1
"352",48,"2016",7,2016-07-01,"07_01",67,1.192534974,"Shinnecock",80,1
"353",49,"2016",7,2016-07-01,"07_01",71,1.141440903,"Shinnecock",81,1
"354",50,"2016",7,2016-07-01,"07_01",66,1.207315414,"Shinnecock",80,1
"355",51,"2016",7,2016-07-01,"07_01",61,1.293386184,"Shinnecock",79,1
"356",136,"2016",7,2016-07-01,"07_01",73,1.120442198,"Shinnecock",82,1
"357",137,"2016",7,2016-07-01,"07_01",67,1.192534974,"Shinnecock",80,1
"358",138,"2016",7,2016-07-01,"07_01",38,1.776793505,"Shinnecock",68,2
"359",139,"2016",7,2016-07-01,"07_01",65,1.222917267,"Shinnecock",79,1
"360",140,"2016",7,2016-07-01,"07_01",70,1.1530424,"Shinnecock",81,1
"361",141,"2016",7,2016-07-01,"07_01",64,1.239338748,"Shinnecock",79,1
"362",142,"2016",7,2016-07-01,"07_01",68,1.178570912,"Shinnecock",80,1
"363",143,"2016",7,2016-07-01,"07_01",57,1.375371023,"Shinnecock",78,1
"364",207,"2016",7,2016-07-01,"07_01",65,1.222917267,"Shinnecock",79,1
"365",208,"2016",7,2016-07-01,"07_01",56,1.397281537,"Shinnecock",78,1
"366",209,"2016",7,2016-07-01,"07_01",60,1.312908509,"Shinnecock",79,1
"367",210,"2016",7,2016-07-01,"07_01",46,1.624237594,"Shinnecock",75,2
"368",211,"2016",7,2016-07-01,"07_01",62,1.274595083,"Shinnecock",79,1
"369",212,"2016",7,2016-07-01,"07_01",59,1.333117473,"Shinnecock",79,1
"370",213,"2016",7,2016-07-01,"07_01",65,1.222917267,"Shinnecock",79,1
"371",214,"2016",7,2016-07-01,"07_01",60,1.312908509,"Shinnecock",79,1
"372",269,"2016",7,2016-07-01,"07_01",37,1.792410193,"Shinnecock",66,2
"373",270,"2016",7,2016-07-01,"07_01",58,1.353959245,"Shinnecock",79,1
"374",271,"2016",7,2016-07-01,"07_01",63,1.256570527,"Shinnecock",79,1
"375",272,"2016",7,2016-07-01,"07_01",45,1.645659032,"Shinnecock",74,2
"376",273,"2016",7,2016-07-01,"07_01",61,1.293386184,"Shinnecock",79,1
"377",274,"2016",7,2016-07-01,"07_01",52,1.48823882,"Shinnecock",77,2
"378",275,"2016",7,2016-07-01,"07_01",51,1.511344179,"Shinnecock",77,2
"379",276,"2016",7,2016-07-01,"07_01",49,1.557312077,"Shinnecock",76,2
"380",322,"2016",7,2016-07-01,"07_01",49,1.557312077,"Shinnecock",76,2
"381",323,"2016",7,2016-07-01,"07_01",45,1.645659032,"Shinnecock",74,2
"382",324,"2016",7,2016-07-01,"07_01",50,1.534401164,"Shinnecock",77,2
"383",325,"2016",7,2016-07-01,"07_01",36,1.807205438,"Shinnecock",65,2
"384",363,"2016",7,2016-07-01,"07_01",45,1.645659032,"Shinnecock",74,2
"385",364,"2016",7,2016-07-01,"07_01",78,1.079406463,"Shinnecock",84,1
"386",398,"2016",7,2016-07-01,"07_01",39,1.760357288,"Shinnecock",69,2
"387",399,"2016",7,2016-07-01,"07_01",63,1.256570527,"Shinnecock",79,1
"388",429,"2016",7,2016-07-01,"07_01",67,1.192534974,"Shinnecock",80,1
"389",455,"2016",7,2016-07-01,"07_01",65,1.222917267,"Shinnecock",79,1
"390",479,"2016",7,2016-07-01,"07_01",59,1.333117473,"Shinnecock",79,1
"391",500,"2016",7,2016-07-01,"07_01",41,1.72507236,"Shinnecock",71,2
"392",520,"2016",7,2016-07-01,"07_01",42,1.706267717,"Shinnecock",72,2
"393",537,"2016",7,2016-07-01,"07_01",64,1.239338748,"Shinnecock",79,1
"394",552,"2016",7,2016-07-01,"07_01",40,1.743111015,"Shinnecock",70,2
"395",567,"2016",7,2016-07-01,"07_01",62,1.274595083,"Shinnecock",79,1
"396",582,"2016",7,2016-07-01,"07_01",38,1.776793505,"Shinnecock",68,2
"397",597,"2016",7,2016-07-01,"07_01",39,1.760357288,"Shinnecock",69,2
"398",612,"2016",7,2016-07-01,"07_01",45,1.645659032,"Shinnecock",74,2
"399",626,"2016",7,2016-07-01,"07_01",44,1.666511679,"Shinnecock",73,2
"400",638,"2016",7,2016-07-01,"07_01",53,1.465183611,"Shinnecock",78,2
"401",648,"2016",7,2016-07-01,"07_01",41,1.72507236,"Shinnecock",71,2
"402",657,"2016",7,2016-07-01,"07_01",48,1.579981685,"Shinnecock",76,2
"403",666,"2016",7,2016-07-01,"07_01",68,1.178570912,"Shinnecock",80,1
"404",674,"2016",7,2016-07-01,"07_01",37,1.792410193,"Shinnecock",66,2
"405",682,"2016",7,2016-07-01,"07_01",62,1.274595083,"Shinnecock",79,1
"406",690,"2016",7,2016-07-01,"07_01",38,1.776793505,"Shinnecock",68,2
"407",698,"2016",7,2016-07-01,"07_01",60,1.312908509,"Shinnecock",79,1
"408",705,"2016",7,2016-07-01,"07_01",41,1.72507236,"Shinnecock",71,2
"409",711,"2016",7,2016-07-01,"07_01",41,1.72507236,"Shinnecock",71,2
"410",717,"2016",7,2016-07-01,"07_01",46,1.624237594,"Shinnecock",75,2
"411",723,"2016",7,2016-07-01,"07_01",46,1.624237594,"Shinnecock",75,2
"412",729,"2016",7,2016-07-01,"07_01",43,1.686732572,"Shinnecock",73,2
"413",735,"2016",7,2016-07-01,"07_01",50,1.534401164,"Shinnecock",77,2
"414",52,"2016",8,2016-07-08,"07_08",40,1.743111015,"Shinnecock",70,2
"415",53,"2016",8,2016-07-08,"07_08",59,1.333117473,"Shinnecock",79,1
"416",54,"2016",8,2016-07-08,"07_08",40,1.743111015,"Shinnecock",70,2
"417",55,"2016",8,2016-07-08,"07_08",75,1.102189954,"Shinnecock",83,1
"418",56,"2016",8,2016-07-08,"07_08",78,1.079406463,"Shinnecock",84,1
"419",57,"2016",8,2016-07-08,"07_08",55,1.419611821,"Shinnecock",78,2
"420",58,"2016",8,2016-07-08,"07_08",55,1.419611821,"Shinnecock",78,2
"421",59,"2016",8,2016-07-08,"07_08",75,1.102189954,"Shinnecock",83,1
"422",144,"2016",8,2016-07-08,"07_08",46,1.624237594,"Shinnecock",75,2
"423",145,"2016",8,2016-07-08,"07_08",65,1.222917267,"Shinnecock",79,1
"424",146,"2016",8,2016-07-08,"07_08",35,1.821184158,"Shinnecock",64,2
"425",147,"2016",8,2016-07-08,"07_08",52,1.48823882,"Shinnecock",77,2
"426",148,"2016",8,2016-07-08,"07_08",59,1.333117473,"Shinnecock",79,1
"427",215,"2016",8,2016-07-08,"07_08",76,1.094015457,"Shinnecock",83,1
"428",216,"2016",8,2016-07-08,"07_08",65,1.222917267,"Shinnecock",79,1
"429",217,"2016",8,2016-07-08,"07_08",46,1.624237594,"Shinnecock",75,2
"430",277,"2016",8,2016-07-08,"07_08",29,1.888847084,"Shinnecock",55,2
"431",278,"2016",8,2016-07-08,"07_08",63,1.256570527,"Shinnecock",79,1
"432",326,"2016",8,2016-07-08,"07_08",47,1.60231878,"Shinnecock",75,2
"433",327,"2016",8,2016-07-08,"07_08",33,1.846741152,"Shinnecock",61,2
"434",365,"2016",8,2016-07-08,"07_08",36,1.807205438,"Shinnecock",65,2
"435",366,"2016",8,2016-07-08,"07_08",43,1.686732572,"Shinnecock",73,2
"436",400,"2016",8,2016-07-08,"07_08",34,1.834357323,"Shinnecock",62,2
"437",401,"2016",8,2016-07-08,"07_08",72,1.130583272,"Shinnecock",81,1
"438",430,"2016",8,2016-07-08,"07_08",34,1.834357323,"Shinnecock",62,2
"439",431,"2016",8,2016-07-08,"07_08",42,1.706267717,"Shinnecock",72,2
"440",456,"2016",8,2016-07-08,"07_08",63,1.256570527,"Shinnecock",79,1
"441",457,"2016",8,2016-07-08,"07_08",44,1.666511679,"Shinnecock",73,2
"442",480,"2016",8,2016-07-08,"07_08",61,1.293386184,"Shinnecock",79,1
"443",481,"2016",8,2016-07-08,"07_08",61,1.293386184,"Shinnecock",79,1
"444",501,"2016",8,2016-07-08,"07_08",44,1.666511679,"Shinnecock",73,2
"445",502,"2016",8,2016-07-08,"07_08",45,1.645659032,"Shinnecock",74,2
"446",521,"2016",8,2016-07-08,"07_08",40,1.743111015,"Shinnecock",70,2
"447",522,"2016",8,2016-07-08,"07_08",68,1.178570912,"Shinnecock",80,1
"448",538,"2016",8,2016-07-08,"07_08",45,1.645659032,"Shinnecock",74,2
"449",539,"2016",8,2016-07-08,"07_08",69,1.165412156,"Shinnecock",80,1
"450",553,"2016",8,2016-07-08,"07_08",39,1.760357288,"Shinnecock",69,2
"451",554,"2016",8,2016-07-08,"07_08",42,1.706267717,"Shinnecock",72,2
"452",568,"2016",8,2016-07-08,"07_08",42,1.706267717,"Shinnecock",72,2
"453",569,"2016",8,2016-07-08,"07_08",39,1.760357288,"Shinnecock",69,2
"454",583,"2016",8,2016-07-08,"07_08",41,1.72507236,"Shinnecock",71,2
"455",584,"2016",8,2016-07-08,"07_08",59,1.333117473,"Shinnecock",79,1
"456",598,"2016",8,2016-07-08,"07_08",41,1.72507236,"Shinnecock",71,2
"457",599,"2016",8,2016-07-08,"07_08",42,1.706267717,"Shinnecock",72,2
"458",613,"2016",8,2016-07-08,"07_08",41,1.72507236,"Shinnecock",71,2
"459",614,"2016",8,2016-07-08,"07_08",40,1.743111015,"Shinnecock",70,2
"460",627,"2016",8,2016-07-08,"07_08",40,1.743111015,"Shinnecock",70,2
"461",628,"2016",8,2016-07-08,"07_08",41,1.72507236,"Shinnecock",71,2
"462",639,"2016",8,2016-07-08,"07_08",42,1.706267717,"Shinnecock",72,2
"463",640,"2016",8,2016-07-08,"07_08",46,1.624237594,"Shinnecock",75,2
"464",649,"2016",8,2016-07-08,"07_08",41,1.72507236,"Shinnecock",71,2
"465",658,"2016",8,2016-07-08,"07_08",45,1.645659032,"Shinnecock",74,2
"466",667,"2016",8,2016-07-08,"07_08",33,1.846741152,"Shinnecock",61,2
"467",675,"2016",8,2016-07-08,"07_08",43,1.686732572,"Shinnecock",73,2
"468",683,"2016",8,2016-07-08,"07_08",42,1.706267717,"Shinnecock",72,2
"469",691,"2016",8,2016-07-08,"07_08",41,1.72507236,"Shinnecock",71,2
"470",699,"2016",8,2016-07-08,"07_08",38,1.776793505,"Shinnecock",68,2
"471",706,"2016",8,2016-07-08,"07_08",59,1.333117473,"Shinnecock",79,1
"472",712,"2016",8,2016-07-08,"07_08",42,1.706267717,"Shinnecock",72,2
"473",718,"2016",8,2016-07-08,"07_08",53,1.465183611,"Shinnecock",78,2
"474",724,"2016",8,2016-07-08,"07_08",41,1.72507236,"Shinnecock",71,2
"475",730,"2016",8,2016-07-08,"07_08",44,1.666511679,"Shinnecock",73,2
"476",736,"2016",8,2016-07-08,"07_08",43,1.686732572,"Shinnecock",73,2
"477",741,"2016",8,2016-07-08,"07_08",43,1.686732572,"Shinnecock",73,2
"478",745,"2016",8,2016-07-08,"07_08",40,1.743111015,"Shinnecock",70,2
"479",748,"2016",8,2016-07-08,"07_08",45,1.645659032,"Shinnecock",74,2
"480",751,"2016",8,2016-07-08,"07_08",42,1.706267717,"Shinnecock",72,2
"481",754,"2016",8,2016-07-08,"07_08",50,1.534401164,"Shinnecock",77,2
"482",757,"2016",8,2016-07-08,"07_08",46,1.624237594,"Shinnecock",75,2
"483",760,"2016",8,2016-07-08,"07_08",42,1.706267717,"Shinnecock",72,2
"484",763,"2016",8,2016-07-08,"07_08",38,1.776793505,"Shinnecock",68,2
"485",765,"2016",8,2016-07-08,"07_08",41,1.72507236,"Shinnecock",71,2
"486",767,"2016",8,2016-07-08,"07_08",44,1.666511679,"Shinnecock",73,2
"487",769,"2016",8,2016-07-08,"07_08",39,1.760357288,"Shinnecock",69,2
"488",771,"2016",8,2016-07-08,"07_08",42,1.706267717,"Shinnecock",72,2
"489",60,"2016",9,2016-07-13,"07_13",80,1.066899923,"Shinnecock",85,1
"490",61,"2016",9,2016-07-13,"07_13",59,1.333117473,"Shinnecock",79,2
"491",62,"2016",9,2016-07-13,"07_13",77,1.086431913,"Shinnecock",84,1
"492",63,"2016",9,2016-07-13,"07_13",54,1.44227622,"Shinnecock",78,2
"493",64,"2016",9,2016-07-13,"07_13",71,1.141440903,"Shinnecock",81,1
"494",65,"2016",9,2016-07-13,"07_13",43,1.686732572,"Shinnecock",73,2
"495",66,"2016",9,2016-07-13,"07_13",60,1.312908509,"Shinnecock",79,2
"496",67,"2016",9,2016-07-13,"07_13",47,1.60231878,"Shinnecock",75,2
"497",68,"2016",9,2016-07-13,"07_13",55,1.419611821,"Shinnecock",78,2
"498",149,"2016",9,2016-07-13,"07_13",75,1.102189954,"Shinnecock",83,1
"499",150,"2016",9,2016-07-13,"07_13",79,1.072906492,"Shinnecock",85,1
"500",151,"2016",9,2016-07-13,"07_13",72,1.130583272,"Shinnecock",81,1
"501",152,"2016",9,2016-07-13,"07_13",60,1.312908509,"Shinnecock",79,2
"502",153,"2016",9,2016-07-13,"07_13",55,1.419611821,"Shinnecock",78,2
"503",154,"2016",9,2016-07-13,"07_13",55,1.419611821,"Shinnecock",78,2
"504",155,"2016",9,2016-07-13,"07_13",52,1.48823882,"Shinnecock",77,2
"505",156,"2016",9,2016-07-13,"07_13",45,1.645659032,"Shinnecock",74,2
"506",157,"2016",9,2016-07-13,"07_13",48,1.579981685,"Shinnecock",76,2
"507",218,"2016",9,2016-07-13,"07_13",75,1.102189954,"Shinnecock",83,1
"508",219,"2016",9,2016-07-13,"07_13",69,1.165412156,"Shinnecock",80,1
"509",220,"2016",9,2016-07-13,"07_13",80,1.066899923,"Shinnecock",85,1
"510",221,"2016",9,2016-07-13,"07_13",44,1.666511679,"Shinnecock",73,2
"511",222,"2016",9,2016-07-13,"07_13",86,1.03954598,"Shinnecock",89,1
"512",223,"2016",9,2016-07-13,"07_13",46,1.624237594,"Shinnecock",75,2
"513",224,"2016",9,2016-07-13,"07_13",60,1.312908509,"Shinnecock",79,2
"514",225,"2016",9,2016-07-13,"07_13",64,1.239338748,"Shinnecock",79,1
"515",226,"2016",9,2016-07-13,"07_13",41,1.72507236,"Shinnecock",71,2
"516",279,"2016",9,2016-07-13,"07_13",51,1.511344179,"Shinnecock",77,2
"517",280,"2016",9,2016-07-13,"07_13",77,1.086431913,"Shinnecock",84,1
"518",281,"2016",9,2016-07-13,"07_13",55,1.419611821,"Shinnecock",78,2
"519",282,"2016",9,2016-07-13,"07_13",46,1.624237594,"Shinnecock",75,2
"520",283,"2016",9,2016-07-13,"07_13",74,1.110988139,"Shinnecock",82,1
"521",284,"2016",9,2016-07-13,"07_13",36,1.807205438,"Shinnecock",65,2
"522",328,"2016",9,2016-07-13,"07_13",59,1.333117473,"Shinnecock",79,2
"523",329,"2016",9,2016-07-13,"07_13",51,1.511344179,"Shinnecock",77,2
"524",330,"2016",9,2016-07-13,"07_13",72,1.130583272,"Shinnecock",81,1
"525",331,"2016",9,2016-07-13,"07_13",38,1.776793505,"Shinnecock",68,2
"526",332,"2016",9,2016-07-13,"07_13",45,1.645659032,"Shinnecock",74,2
"527",333,"2016",9,2016-07-13,"07_13",67,1.192534974,"Shinnecock",80,1
"528",367,"2016",9,2016-07-13,"07_13",59,1.333117473,"Shinnecock",79,2
"529",368,"2016",9,2016-07-13,"07_13",60,1.312908509,"Shinnecock",79,2
"530",369,"2016",9,2016-07-13,"07_13",45,1.645659032,"Shinnecock",74,2
"531",370,"2016",9,2016-07-13,"07_13",58,1.353959245,"Shinnecock",79,2
"532",371,"2016",9,2016-07-13,"07_13",76,1.094015457,"Shinnecock",83,1
"533",372,"2016",9,2016-07-13,"07_13",46,1.624237594,"Shinnecock",75,2
"534",402,"2016",9,2016-07-13,"07_13",48,1.579981685,"Shinnecock",76,2
"535",403,"2016",9,2016-07-13,"07_13",67,1.192534974,"Shinnecock",80,1
"536",404,"2016",9,2016-07-13,"07_13",70,1.1530424,"Shinnecock",81,1
"537",405,"2016",9,2016-07-13,"07_13",47,1.60231878,"Shinnecock",75,2
"538",406,"2016",9,2016-07-13,"07_13",46,1.624237594,"Shinnecock",75,2
"539",407,"2016",9,2016-07-13,"07_13",55,1.419611821,"Shinnecock",78,2
"540",432,"2016",9,2016-07-13,"07_13",40,1.743111015,"Shinnecock",70,2
"541",433,"2016",9,2016-07-13,"07_13",50,1.534401164,"Shinnecock",77,2
"542",434,"2016",9,2016-07-13,"07_13",48,1.579981685,"Shinnecock",76,2
"543",435,"2016",9,2016-07-13,"07_13",49,1.557312077,"Shinnecock",76,2
"544",436,"2016",9,2016-07-13,"07_13",80,1.066899923,"Shinnecock",85,1
"545",437,"2016",9,2016-07-13,"07_13",49,1.557312077,"Shinnecock",76,2
"546",458,"2016",9,2016-07-13,"07_13",40,1.743111015,"Shinnecock",70,2
"547",459,"2016",9,2016-07-13,"07_13",80,1.066899923,"Shinnecock",85,1
"548",460,"2016",9,2016-07-13,"07_13",73,1.120442198,"Shinnecock",82,1
"549",461,"2016",9,2016-07-13,"07_13",63,1.256570527,"Shinnecock",79,2
"550",462,"2016",9,2016-07-13,"07_13",44,1.666511679,"Shinnecock",73,2
"551",482,"2016",9,2016-07-13,"07_13",52,1.48823882,"Shinnecock",77,2
"552",483,"2016",9,2016-07-13,"07_13",54,1.44227622,"Shinnecock",78,2
"553",484,"2016",9,2016-07-13,"07_13",49,1.557312077,"Shinnecock",76,2
"554",485,"2016",9,2016-07-13,"07_13",55,1.419611821,"Shinnecock",78,2
"555",486,"2016",9,2016-07-13,"07_13",47,1.60231878,"Shinnecock",75,2
"556",503,"2016",9,2016-07-13,"07_13",41,1.72507236,"Shinnecock",71,2
"557",504,"2016",9,2016-07-13,"07_13",83,1.051532818,"Shinnecock",87,1
"558",505,"2016",9,2016-07-13,"07_13",55,1.419611821,"Shinnecock",78,2
"559",506,"2016",9,2016-07-13,"07_13",46,1.624237594,"Shinnecock",75,2
"560",507,"2016",9,2016-07-13,"07_13",45,1.645659032,"Shinnecock",74,2
"561",523,"2016",9,2016-07-13,"07_13",85,1.043210324,"Shinnecock",89,1
"562",524,"2016",9,2016-07-13,"07_13",64,1.239338748,"Shinnecock",79,1
"563",525,"2016",9,2016-07-13,"07_13",39,1.760357288,"Shinnecock",69,2
"564",526,"2016",9,2016-07-13,"07_13",43,1.686732572,"Shinnecock",73,2
"565",540,"2016",9,2016-07-13,"07_13",70,1.1530424,"Shinnecock",81,1
"566",541,"2016",9,2016-07-13,"07_13",45,1.645659032,"Shinnecock",74,2
"567",542,"2016",9,2016-07-13,"07_13",44,1.666511679,"Shinnecock",73,2
"568",543,"2016",9,2016-07-13,"07_13",47,1.60231878,"Shinnecock",75,2
"569",555,"2016",9,2016-07-13,"07_13",48,1.579981685,"Shinnecock",76,2
"570",556,"2016",9,2016-07-13,"07_13",45,1.645659032,"Shinnecock",74,2
"571",557,"2016",9,2016-07-13,"07_13",56,1.397281537,"Shinnecock",78,2
"572",558,"2016",9,2016-07-13,"07_13",45,1.645659032,"Shinnecock",74,2
"573",570,"2016",9,2016-07-13,"07_13",76,1.094015457,"Shinnecock",83,1
"574",571,"2016",9,2016-07-13,"07_13",47,1.60231878,"Shinnecock",75,2
"575",572,"2016",9,2016-07-13,"07_13",47,1.60231878,"Shinnecock",75,2
"576",573,"2016",9,2016-07-13,"07_13",43,1.686732572,"Shinnecock",73,2
"577",585,"2016",9,2016-07-13,"07_13",80,1.066899923,"Shinnecock",85,1
"578",586,"2016",9,2016-07-13,"07_13",43,1.686732572,"Shinnecock",73,2
"579",587,"2016",9,2016-07-13,"07_13",45,1.645659032,"Shinnecock",74,2
"580",588,"2016",9,2016-07-13,"07_13",42,1.706267717,"Shinnecock",72,2
"581",600,"2016",9,2016-07-13,"07_13",45,1.645659032,"Shinnecock",74,2
"582",601,"2016",9,2016-07-13,"07_13",46,1.624237594,"Shinnecock",75,2
"583",602,"2016",9,2016-07-13,"07_13",46,1.624237594,"Shinnecock",75,2
"584",603,"2016",9,2016-07-13,"07_13",41,1.72507236,"Shinnecock",71,2
"585",615,"2016",9,2016-07-13,"07_13",54,1.44227622,"Shinnecock",78,2
"586",616,"2016",9,2016-07-13,"07_13",47,1.60231878,"Shinnecock",75,2
"587",617,"2016",9,2016-07-13,"07_13",43,1.686732572,"Shinnecock",73,2
"588",629,"2016",9,2016-07-13,"07_13",66,1.207315414,"Shinnecock",80,1
"589",630,"2016",9,2016-07-13,"07_13",47,1.60231878,"Shinnecock",75,2
"590",641,"2016",9,2016-07-13,"07_13",74,1.110988139,"Shinnecock",82,1
"591",650,"2016",9,2016-07-13,"07_13",38,1.776793505,"Shinnecock",68,2
"592",659,"2016",9,2016-07-13,"07_13",46,1.624237594,"Shinnecock",75,2
"593",668,"2016",9,2016-07-13,"07_13",46,1.624237594,"Shinnecock",75,2
"594",676,"2016",9,2016-07-13,"07_13",77,1.086431913,"Shinnecock",84,1
"595",684,"2016",9,2016-07-13,"07_13",56,1.397281537,"Shinnecock",78,2
"596",692,"2016",9,2016-07-13,"07_13",53,1.465183611,"Shinnecock",78,2
"597",700,"2016",9,2016-07-13,"07_13",55,1.419611821,"Shinnecock",78,2
"598",707,"2016",9,2016-07-13,"07_13",66,1.207315414,"Shinnecock",80,1
"599",713,"2016",9,2016-07-13,"07_13",67,1.192534974,"Shinnecock",80,1
"600",719,"2016",9,2016-07-13,"07_13",48,1.579981685,"Shinnecock",76,2
"601",725,"2016",9,2016-07-13,"07_13",46,1.624237594,"Shinnecock",75,2
"602",731,"2016",9,2016-07-13,"07_13",56,1.397281537,"Shinnecock",78,2
"603",737,"2016",9,2016-07-13,"07_13",77,1.086431913,"Shinnecock",84,1
"604",742,"2016",9,2016-07-13,"07_13",51,1.511344179,"Shinnecock",77,2
"605",746,"2016",9,2016-07-13,"07_13",60,1.312908509,"Shinnecock",79,2
"606",749,"2016",9,2016-07-13,"07_13",49,1.557312077,"Shinnecock",76,2
"607",752,"2016",9,2016-07-13,"07_13",48,1.579981685,"Shinnecock",76,2
"608",755,"2016",9,2016-07-13,"07_13",46,1.624237594,"Shinnecock",75,2
"609",758,"2016",9,2016-07-13,"07_13",42,1.706267717,"Shinnecock",72,2
"610",761,"2016",9,2016-07-13,"07_13",47,1.60231878,"Shinnecock",75,2
"611",69,"2016",10,2016-07-21,"07_21",60,1.312908509,"Shinnecock",79,2
"612",70,"2016",10,2016-07-21,"07_21",46,1.624237594,"Shinnecock",75,2
"613",71,"2016",10,2016-07-21,"07_21",72,1.130583272,"Shinnecock",81,1
"614",72,"2016",10,2016-07-21,"07_21",64,1.239338748,"Shinnecock",79,2
"615",73,"2016",10,2016-07-21,"07_21",77,1.086431913,"Shinnecock",84,1
"616",74,"2016",10,2016-07-21,"07_21",53,1.465183611,"Shinnecock",78,2
"617",75,"2016",10,2016-07-21,"07_21",73,1.120442198,"Shinnecock",82,1
"618",158,"2016",10,2016-07-21,"07_21",76,1.094015457,"Shinnecock",83,1
"619",159,"2016",10,2016-07-21,"07_21",67,1.192534974,"Shinnecock",80,1
"620",160,"2016",10,2016-07-21,"07_21",55,1.419611821,"Shinnecock",78,2
"621",161,"2016",10,2016-07-21,"07_21",40,1.743111015,"Shinnecock",70,2
"622",227,"2016",10,2016-07-21,"07_21",71,1.141440903,"Shinnecock",81,1
"623",228,"2016",10,2016-07-21,"07_21",62,1.274595083,"Shinnecock",79,2
"624",285,"2016",10,2016-07-21,"07_21",75,1.102189954,"Shinnecock",83,1
"625",286,"2016",10,2016-07-21,"07_21",50,1.534401164,"Shinnecock",77,2
"626",334,"2016",10,2016-07-21,"07_21",74,1.110988139,"Shinnecock",82,1
"627",335,"2016",10,2016-07-21,"07_21",51,1.511344179,"Shinnecock",77,2
"628",373,"2016",10,2016-07-21,"07_21",52,1.48823882,"Shinnecock",77,2
"629",408,"2016",10,2016-07-21,"07_21",48,1.579981685,"Shinnecock",76,2
"630",76,"2016",11,2016-07-28,"07_28",75,1.102189954,"Shinnecock",83,2
"631",77,"2016",11,2016-07-28,"07_28",88,1.033091806,"Shinnecock",91,1
"632",78,"2016",11,2016-07-28,"07_28",90,1.02766066,"Shinnecock",92,1
"633",79,"2016",11,2016-07-28,"07_28",63,1.256570527,"Shinnecock",79,2
"634",80,"2016",11,2016-07-28,"07_28",60,1.312908509,"Shinnecock",79,2
"635",81,"2016",11,2016-07-28,"07_28",85,1.043210324,"Shinnecock",89,1
"636",82,"2016",11,2016-07-28,"07_28",83,1.051532818,"Shinnecock",87,1
"637",83,"2016",11,2016-07-28,"07_28",51,1.511344179,"Shinnecock",77,2
"638",84,"2016",11,2016-07-28,"07_28",90,1.02766066,"Shinnecock",92,1
"639",162,"2016",11,2016-07-28,"07_28",68,1.178570912,"Shinnecock",80,2
"640",163,"2016",11,2016-07-28,"07_28",49,1.557312077,"Shinnecock",76,2
"641",164,"2016",11,2016-07-28,"07_28",89,1.030258401,"Shinnecock",92,1
"642",165,"2016",11,2016-07-28,"07_28",55,1.419611821,"Shinnecock",78,2
"643",166,"2016",11,2016-07-28,"07_28",80,1.066899923,"Shinnecock",85,2
"644",167,"2016",11,2016-07-28,"07_28",84,1.047197521,"Shinnecock",88,1
"645",229,"2016",11,2016-07-28,"07_28",69,1.165412156,"Shinnecock",80,2
"646",230,"2016",11,2016-07-28,"07_28",49,1.557312077,"Shinnecock",76,2
"647",231,"2016",11,2016-07-28,"07_28",55,1.419611821,"Shinnecock",78,2
