"","X","Year","Week","Date","Day","value","catcorr","Bay","corTL","co"
"648",232,"2016",11,2016-07-28,"07_28",72,1.130583272,"Shinnecock",81,2
"649",233,"2016",11,2016-07-28,"07_28",60,1.312908509,"Shinnecock",79,2
"650",234,"2016",11,2016-07-28,"07_28",69,1.165412156,"Shinnecock",80,2
"651",287,"2016",11,2016-07-28,"07_28",55,1.419611821,"Shinnecock",78,2
"652",288,"2016",11,2016-07-28,"07_28",66,1.207315414,"Shinnecock",80,2
"653",289,"2016",11,2016-07-28,"07_28",90,1.02766066,"Shinnecock",92,1
"654",290,"2016",11,2016-07-28,"07_28",77,1.086431913,"Shinnecock",84,2
"655",291,"2016",11,2016-07-28,"07_28",65,1.222917267,"Shinnecock",79,2
"656",336,"2016",11,2016-07-28,"07_28",77,1.086431913,"Shinnecock",84,2
"657",337,"2016",11,2016-07-28,"07_28",56,1.397281537,"Shinnecock",78,2
"658",338,"2016",11,2016-07-28,"07_28",60,1.312908509,"Shinnecock",79,2
"659",374,"2016",11,2016-07-28,"07_28",58,1.353959245,"Shinnecock",79,2
"660",375,"2016",11,2016-07-28,"07_28",58,1.353959245,"Shinnecock",79,2
"661",376,"2016",11,2016-07-28,"07_28",71,1.141440903,"Shinnecock",81,2
"662",409,"2016",11,2016-07-28,"07_28",87,1.036180632,"Shinnecock",90,1
"663",410,"2016",11,2016-07-28,"07_28",54,1.44227622,"Shinnecock",78,2
"664",411,"2016",11,2016-07-28,"07_28",59,1.333117473,"Shinnecock",79,2
"665",438,"2016",11,2016-07-28,"07_28",50,1.534401164,"Shinnecock",77,2
"666",439,"2016",11,2016-07-28,"07_28",56,1.397281537,"Shinnecock",78,2
"667",463,"2016",11,2016-07-28,"07_28",55,1.419611821,"Shinnecock",78,2
"668",464,"2016",11,2016-07-28,"07_28",50,1.534401164,"Shinnecock",77,2
"669",487,"2016",11,2016-07-28,"07_28",70,1.1530424,"Shinnecock",81,2
"670",488,"2016",11,2016-07-28,"07_28",70,1.1530424,"Shinnecock",81,2
"671",508,"2016",11,2016-07-28,"07_28",42,1.706267717,"Shinnecock",72,2
"672",509,"2016",11,2016-07-28,"07_28",59,1.333117473,"Shinnecock",79,2
"673",527,"2016",11,2016-07-28,"07_28",94,1.019275717,"Shinnecock",96,1
"674",544,"2016",11,2016-07-28,"07_28",58,1.353959245,"Shinnecock",79,2
"675",559,"2016",11,2016-07-28,"07_28",55,1.419611821,"Shinnecock",78,2
"676",574,"2016",11,2016-07-28,"07_28",50,1.534401164,"Shinnecock",77,2
"677",589,"2016",11,2016-07-28,"07_28",49,1.557312077,"Shinnecock",76,2
"678",604,"2016",11,2016-07-28,"07_28",55,1.419611821,"Shinnecock",78,2
"679",618,"2016",11,2016-07-28,"07_28",52,1.48823882,"Shinnecock",77,2
"680",631,"2016",11,2016-07-28,"07_28",75,1.102189954,"Shinnecock",83,2
"681",642,"2016",11,2016-07-28,"07_28",50,1.534401164,"Shinnecock",77,2
"682",651,"2016",11,2016-07-28,"07_28",48,1.579981685,"Shinnecock",76,2
"683",660,"2016",11,2016-07-28,"07_28",45,1.645659032,"Shinnecock",74,2
"684",85,"2016",12,2016-08-04,"08_04",57,1.375371023,"Shinnecock",78,2
"685",86,"2016",12,2016-08-04,"08_04",94,1.019275717,"Shinnecock",96,1
"686",87,"2016",12,2016-08-04,"08_04",64,1.239338748,"Shinnecock",79,2
"687",88,"2016",12,2016-08-04,"08_04",83,1.051532818,"Shinnecock",87,1
"688",89,"2016",12,2016-08-04,"08_04",46,1.624237594,"Shinnecock",75,2
"689",168,"2016",12,2016-08-04,"08_04",57,1.375371023,"Shinnecock",78,2
"690",169,"2016",12,2016-08-04,"08_04",66,1.207315414,"Shinnecock",80,2
"691",170,"2016",12,2016-08-04,"08_04",50,1.534401164,"Shinnecock",77,2
"692",171,"2016",12,2016-08-04,"08_04",46,1.624237594,"Shinnecock",75,2
"693",172,"2016",12,2016-08-04,"08_04",75,1.102189954,"Shinnecock",83,2
"694",235,"2016",12,2016-08-04,"08_04",75,1.102189954,"Shinnecock",83,2
"695",236,"2016",12,2016-08-04,"08_04",88,1.033091806,"Shinnecock",91,1
"696",237,"2016",12,2016-08-04,"08_04",74,1.110988139,"Shinnecock",82,2
"697",238,"2016",12,2016-08-04,"08_04",59,1.333117473,"Shinnecock",79,2
"698",292,"2016",12,2016-08-04,"08_04",84,1.047197521,"Shinnecock",88,1
"699",293,"2016",12,2016-08-04,"08_04",77,1.086431913,"Shinnecock",84,2
"700",294,"2016",12,2016-08-04,"08_04",82,1.056242824,"Shinnecock",87,2
"701",295,"2016",12,2016-08-04,"08_04",80,1.066899923,"Shinnecock",85,2
"702",339,"2016",12,2016-08-04,"08_04",76,1.094015457,"Shinnecock",83,2
"703",340,"2016",12,2016-08-04,"08_04",57,1.375371023,"Shinnecock",78,2
"704",341,"2016",12,2016-08-04,"08_04",82,1.056242824,"Shinnecock",87,2
"705",342,"2016",12,2016-08-04,"08_04",60,1.312908509,"Shinnecock",79,2
"706",377,"2016",12,2016-08-04,"08_04",115,1.002813128,"Shinnecock",115,1
"707",378,"2016",12,2016-08-04,"08_04",50,1.534401164,"Shinnecock",77,2
"708",379,"2016",12,2016-08-04,"08_04",31,1.869227139,"Shinnecock",58,2
"709",380,"2016",12,2016-08-04,"08_04",50,1.534401164,"Shinnecock",77,2
"710",412,"2016",12,2016-08-04,"08_04",65,1.222917267,"Shinnecock",79,2
"711",413,"2016",12,2016-08-04,"08_04",70,1.1530424,"Shinnecock",81,2
"712",414,"2016",12,2016-08-04,"08_04",57,1.375371023,"Shinnecock",78,2
"713",440,"2016",12,2016-08-04,"08_04",83,1.051532818,"Shinnecock",87,1
"714",441,"2016",12,2016-08-04,"08_04",55,1.419611821,"Shinnecock",78,2
"715",465,"2016",12,2016-08-04,"08_04",47,1.60231878,"Shinnecock",75,2
"716",466,"2016",12,2016-08-04,"08_04",83,1.051532818,"Shinnecock",87,1
"717",489,"2016",12,2016-08-04,"08_04",45,1.645659032,"Shinnecock",74,2
"718",490,"2016",12,2016-08-04,"08_04",52,1.48823882,"Shinnecock",77,2
"719",510,"2016",12,2016-08-04,"08_04",84,1.047197521,"Shinnecock",88,1
"720",528,"2016",12,2016-08-04,"08_04",51,1.511344179,"Shinnecock",77,2
"721",545,"2016",12,2016-08-04,"08_04",51,1.511344179,"Shinnecock",77,2
"722",560,"2016",12,2016-08-04,"08_04",81,1.061355468,"Shinnecock",86,2
"723",575,"2016",12,2016-08-04,"08_04",76,1.094015457,"Shinnecock",83,2
"724",590,"2016",12,2016-08-04,"08_04",48,1.579981685,"Shinnecock",76,2
"725",605,"2016",12,2016-08-04,"08_04",70,1.1530424,"Shinnecock",81,2
"726",619,"2016",12,2016-08-04,"08_04",75,1.102189954,"Shinnecock",83,2
"727",632,"2016",12,2016-08-04,"08_04",65,1.222917267,"Shinnecock",79,2
"728",643,"2016",12,2016-08-04,"08_04",54,1.44227622,"Shinnecock",78,2
"729",652,"2016",12,2016-08-04,"08_04",42,1.706267717,"Shinnecock",72,2
"730",661,"2016",12,2016-08-04,"08_04",78,1.079406463,"Shinnecock",84,2
"731",669,"2016",12,2016-08-04,"08_04",50,1.534401164,"Shinnecock",77,2
"732",677,"2016",12,2016-08-04,"08_04",53,1.465183611,"Shinnecock",78,2
"733",685,"2016",12,2016-08-04,"08_04",66,1.207315414,"Shinnecock",80,2
"734",693,"2016",12,2016-08-04,"08_04",61,1.293386184,"Shinnecock",79,2
"735",701,"2016",12,2016-08-04,"08_04",52,1.48823882,"Shinnecock",77,2
"736",90,"2016",13,2016-08-11,"08_11",58,1.353959245,"Shinnecock",79,2
"737",91,"2016",13,2016-08-11,"08_11",74,1.110988139,"Shinnecock",82,2
"738",92,"2016",13,2016-08-11,"08_11",61,1.293386184,"Shinnecock",79,2
"739",93,"2016",13,2016-08-11,"08_11",50,1.534401164,"Shinnecock",77,2
"740",173,"2016",13,2016-08-11,"08_11",56,1.397281537,"Shinnecock",78,2
"741",239,"2016",13,2016-08-11,"08_11",47,1.60231878,"Shinnecock",75,2
"742",94,"2016",14,2016-08-18,"08_18",66,1.207315414,"Shinnecock",80,2
"743",95,"2016",14,2016-08-18,"08_18",55,1.419611821,"Shinnecock",78,2
"744",96,"2016",14,2016-08-18,"08_18",50,1.534401164,"Shinnecock",77,2
"745",97,"2016",14,2016-08-18,"08_18",50,1.534401164,"Shinnecock",77,2
"746",98,"2016",14,2016-08-18,"08_18",65,1.222917267,"Shinnecock",79,2
"747",99,"2016",14,2016-08-18,"08_18",53,1.465183611,"Shinnecock",78,2
"748",174,"2016",14,2016-08-18,"08_18",75,1.102189954,"Shinnecock",83,2
"749",175,"2016",14,2016-08-18,"08_18",78,1.079406463,"Shinnecock",84,2
"750",176,"2016",14,2016-08-18,"08_18",56,1.397281537,"Shinnecock",78,2
"751",177,"2016",14,2016-08-18,"08_18",55,1.419611821,"Shinnecock",78,2
"752",178,"2016",14,2016-08-18,"08_18",77,1.086431913,"Shinnecock",84,2
"753",240,"2016",14,2016-08-18,"08_18",69,1.165412156,"Shinnecock",80,2
"754",241,"2016",14,2016-08-18,"08_18",83,1.051532818,"Shinnecock",87,2
"755",242,"2016",14,2016-08-18,"08_18",66,1.207315414,"Shinnecock",80,2
"756",243,"2016",14,2016-08-18,"08_18",84,1.047197521,"Shinnecock",88,2
"757",296,"2016",14,2016-08-18,"08_18",51,1.511344179,"Shinnecock",77,2
"758",297,"2016",14,2016-08-18,"08_18",68,1.178570912,"Shinnecock",80,2
"759",298,"2016",14,2016-08-18,"08_18",87,1.036180632,"Shinnecock",90,2
"760",299,"2016",14,2016-08-18,"08_18",68,1.178570912,"Shinnecock",80,2
"761",343,"2016",14,2016-08-18,"08_18",55,1.419611821,"Shinnecock",78,2
"762",344,"2016",14,2016-08-18,"08_18",87,1.036180632,"Shinnecock",90,2
"763",345,"2016",14,2016-08-18,"08_18",72,1.130583272,"Shinnecock",81,2
"764",381,"2016",14,2016-08-18,"08_18",92,1.023099599,"Shinnecock",94,2
"765",382,"2016",14,2016-08-18,"08_18",55,1.419611821,"Shinnecock",78,2
"766",415,"2016",14,2016-08-18,"08_18",74,1.110988139,"Shinnecock",82,2
"767",442,"2016",14,2016-08-18,"08_18",53,1.465183611,"Shinnecock",78,2
"768",467,"2016",14,2016-08-18,"08_18",64,1.239338748,"Shinnecock",79,2
"769",100,"2016",15,2016-08-25,"08_25",48,1.579981685,"Shinnecock",76,2
"770",101,"2016",15,2016-08-25,"08_25",66,1.207315414,"Shinnecock",80,2
"771",772,"2017",1,2017-06-02,"06_02",54,1.44227622,"Shinnecock",78,1
"772",773,"2017",1,2017-06-02,"06_02",39,1.760357288,"Shinnecock",69,1
"773",774,"2017",1,2017-06-02,"06_02",40,1.743111015,"Shinnecock",70,1
"774",775,"2017",1,2017-06-02,"06_02",32,1.858356313,"Shinnecock",59,2
"775",776,"2017",1,2017-06-02,"06_02",32,1.858356313,"Shinnecock",59,2
"776",777,"2017",1,2017-06-02,"06_02",39,1.760357288,"Shinnecock",69,1
"777",778,"2017",1,2017-06-02,"06_02",44,1.666511679,"Shinnecock",73,1
"778",779,"2017",1,2017-06-02,"06_02",41,1.72507236,"Shinnecock",71,1
"779",780,"2017",1,2017-06-02,"06_02",42,1.706267717,"Shinnecock",72,1
"780",861,"2017",1,2017-06-02,"06_02",40,1.743111015,"Shinnecock",70,1
"781",862,"2017",1,2017-06-02,"06_02",36,1.807205438,"Shinnecock",65,1
"782",863,"2017",1,2017-06-02,"06_02",43,1.686732572,"Shinnecock",73,1
"783",864,"2017",1,2017-06-02,"06_02",43,1.686732572,"Shinnecock",73,1
"784",865,"2017",1,2017-06-02,"06_02",43,1.686732572,"Shinnecock",73,1
"785",866,"2017",1,2017-06-02,"06_02",37,1.792410193,"Shinnecock",66,1
"786",931,"2017",1,2017-06-02,"06_02",42,1.706267717,"Shinnecock",72,1
"787",932,"2017",1,2017-06-02,"06_02",39,1.760357288,"Shinnecock",69,1
"788",933,"2017",1,2017-06-02,"06_02",40,1.743111015,"Shinnecock",70,1
"789",934,"2017",1,2017-06-02,"06_02",47,1.60231878,"Shinnecock",75,1
"790",935,"2017",1,2017-06-02,"06_02",41,1.72507236,"Shinnecock",71,1
"791",990,"2017",1,2017-06-02,"06_02",41,1.72507236,"Shinnecock",71,1
"792",991,"2017",1,2017-06-02,"06_02",27,1.905842296,"Shinnecock",51,2
"793",992,"2017",1,2017-06-02,"06_02",42,1.706267717,"Shinnecock",72,1
"794",993,"2017",1,2017-06-02,"06_02",38,1.776793505,"Shinnecock",68,1
"795",1040,"2017",1,2017-06-02,"06_02",37,1.792410193,"Shinnecock",66,1
"796",1041,"2017",1,2017-06-02,"06_02",37,1.792410193,"Shinnecock",66,1
"797",1042,"2017",1,2017-06-02,"06_02",27,1.905842296,"Shinnecock",51,2
"798",1086,"2017",1,2017-06-02,"06_02",30,1.879380895,"Shinnecock",56,2
"799",1087,"2017",1,2017-06-02,"06_02",39,1.760357288,"Shinnecock",69,1
"800",1127,"2017",1,2017-06-02,"06_02",40,1.743111015,"Shinnecock",70,1
"801",1128,"2017",1,2017-06-02,"06_02",38,1.776793505,"Shinnecock",68,1
"802",1129,"2017",1,2017-06-02,"06_02",38,1.776793505,"Shinnecock",68,1
"803",1165,"2017",1,2017-06-02,"06_02",45,1.645659032,"Shinnecock",74,1
"804",1166,"2017",1,2017-06-02,"06_02",34,1.834357323,"Shinnecock",62,1
"805",1167,"2017",1,2017-06-02,"06_02",40,1.743111015,"Shinnecock",70,1
"806",1198,"2017",1,2017-06-02,"06_02",49,1.557312077,"Shinnecock",76,1
"807",1199,"2017",1,2017-06-02,"06_02",38,1.776793505,"Shinnecock",68,1
"808",1226,"2017",1,2017-06-02,"06_02",42,1.706267717,"Shinnecock",72,1
"809",1227,"2017",1,2017-06-02,"06_02",41,1.72507236,"Shinnecock",71,1
"810",1252,"2017",1,2017-06-02,"06_02",42,1.706267717,"Shinnecock",72,1
"811",1253,"2017",1,2017-06-02,"06_02",29,1.888847084,"Shinnecock",55,2
"812",1277,"2017",1,2017-06-02,"06_02",44,1.666511679,"Shinnecock",73,1
"813",1299,"2017",1,2017-06-02,"06_02",43,1.686732572,"Shinnecock",73,1
"814",1320,"2017",1,2017-06-02,"06_02",41,1.72507236,"Shinnecock",71,1
"815",1339,"2017",1,2017-06-02,"06_02",41,1.72507236,"Shinnecock",71,1
"816",1357,"2017",1,2017-06-02,"06_02",42,1.706267717,"Shinnecock",72,1
"817",1375,"2017",1,2017-06-02,"06_02",23,1.932995822,"Shinnecock",44,2
"818",781,"2017",2,2017-06-09,"06_09",65,1.222917267,"Shinnecock",79,1
"819",782,"2017",2,2017-06-09,"06_09",32,1.858356313,"Shinnecock",59,2
"820",783,"2017",2,2017-06-09,"06_09",51,1.511344179,"Shinnecock",77,1
"821",784,"2017",2,2017-06-09,"06_09",53,1.465183611,"Shinnecock",78,1
"822",785,"2017",2,2017-06-09,"06_09",45,1.645659032,"Shinnecock",74,1
"823",786,"2017",2,2017-06-09,"06_09",57,1.375371023,"Shinnecock",78,1
"824",787,"2017",2,2017-06-09,"06_09",41,1.72507236,"Shinnecock",71,1
"825",788,"2017",2,2017-06-09,"06_09",34,1.834357323,"Shinnecock",62,2
"826",867,"2017",2,2017-06-09,"06_09",30,1.879380895,"Shinnecock",56,2
"827",868,"2017",2,2017-06-09,"06_09",29,1.888847084,"Shinnecock",55,2
"828",869,"2017",2,2017-06-09,"06_09",47,1.60231878,"Shinnecock",75,1
"829",870,"2017",2,2017-06-09,"06_09",53,1.465183611,"Shinnecock",78,1
"830",871,"2017",2,2017-06-09,"06_09",25,1.920471453,"Shinnecock",48,2
"831",872,"2017",2,2017-06-09,"06_09",31,1.869227139,"Shinnecock",58,2
"832",936,"2017",2,2017-06-09,"06_09",64,1.239338748,"Shinnecock",79,1
"833",937,"2017",2,2017-06-09,"06_09",46,1.624237594,"Shinnecock",75,1
"834",938,"2017",2,2017-06-09,"06_09",31,1.869227139,"Shinnecock",58,2
"835",939,"2017",2,2017-06-09,"06_09",36,1.807205438,"Shinnecock",65,1
"836",940,"2017",2,2017-06-09,"06_09",66,1.207315414,"Shinnecock",80,1
"837",941,"2017",2,2017-06-09,"06_09",50,1.534401164,"Shinnecock",77,1
"838",942,"2017",2,2017-06-09,"06_09",54,1.44227622,"Shinnecock",78,1
"839",994,"2017",2,2017-06-09,"06_09",48,1.579981685,"Shinnecock",76,1
"840",995,"2017",2,2017-06-09,"06_09",32,1.858356313,"Shinnecock",59,2
"841",996,"2017",2,2017-06-09,"06_09",52,1.48823882,"Shinnecock",77,1
"842",997,"2017",2,2017-06-09,"06_09",45,1.645659032,"Shinnecock",74,1
"843",998,"2017",2,2017-06-09,"06_09",25,1.920471453,"Shinnecock",48,2
"844",999,"2017",2,2017-06-09,"06_09",31,1.869227139,"Shinnecock",58,2
"845",1043,"2017",2,2017-06-09,"06_09",43,1.686732572,"Shinnecock",73,1
"846",1044,"2017",2,2017-06-09,"06_09",54,1.44227622,"Shinnecock",78,1
"847",1045,"2017",2,2017-06-09,"06_09",30,1.879380895,"Shinnecock",56,2
"848",1046,"2017",2,2017-06-09,"06_09",55,1.419611821,"Shinnecock",78,1
"849",1047,"2017",2,2017-06-09,"06_09",53,1.465183611,"Shinnecock",78,1
"850",1048,"2017",2,2017-06-09,"06_09",50,1.534401164,"Shinnecock",77,1
"851",1088,"2017",2,2017-06-09,"06_09",28,1.897656828,"Shinnecock",53,2
"852",1089,"2017",2,2017-06-09,"06_09",28,1.897656828,"Shinnecock",53,2
"853",1090,"2017",2,2017-06-09,"06_09",28,1.897656828,"Shinnecock",53,2
"854",1091,"2017",2,2017-06-09,"06_09",28,1.897656828,"Shinnecock",53,2
"855",1092,"2017",2,2017-06-09,"06_09",24,1.926980625,"Shinnecock",46,2
"856",1130,"2017",2,2017-06-09,"06_09",29,1.888847084,"Shinnecock",55,2
"857",1131,"2017",2,2017-06-09,"06_09",29,1.888847084,"Shinnecock",55,2
"858",1132,"2017",2,2017-06-09,"06_09",31,1.869227139,"Shinnecock",58,2
"859",1133,"2017",2,2017-06-09,"06_09",31,1.869227139,"Shinnecock",58,2
"860",1168,"2017",2,2017-06-09,"06_09",55,1.419611821,"Shinnecock",78,1
"861",1169,"2017",2,2017-06-09,"06_09",38,1.776793505,"Shinnecock",68,1
"862",1170,"2017",2,2017-06-09,"06_09",30,1.879380895,"Shinnecock",56,2
"863",1200,"2017",2,2017-06-09,"06_09",52,1.48823882,"Shinnecock",77,1
"864",1201,"2017",2,2017-06-09,"06_09",27,1.905842296,"Shinnecock",51,2
"865",1202,"2017",2,2017-06-09,"06_09",27,1.905842296,"Shinnecock",51,2
"866",1228,"2017",2,2017-06-09,"06_09",30,1.879380895,"Shinnecock",56,2
"867",1229,"2017",2,2017-06-09,"06_09",56,1.397281537,"Shinnecock",78,1
"868",1230,"2017",2,2017-06-09,"06_09",26,1.913436218,"Shinnecock",50,2
"869",1254,"2017",2,2017-06-09,"06_09",53,1.465183611,"Shinnecock",78,1
"870",1255,"2017",2,2017-06-09,"06_09",49,1.557312077,"Shinnecock",76,1
"871",1256,"2017",2,2017-06-09,"06_09",28,1.897656828,"Shinnecock",53,2
"872",1278,"2017",2,2017-06-09,"06_09",33,1.846741152,"Shinnecock",61,2
"873",1279,"2017",2,2017-06-09,"06_09",44,1.666511679,"Shinnecock",73,1
"874",1280,"2017",2,2017-06-09,"06_09",30,1.879380895,"Shinnecock",56,2
"875",1300,"2017",2,2017-06-09,"06_09",31,1.869227139,"Shinnecock",58,2
"876",1301,"2017",2,2017-06-09,"06_09",45,1.645659032,"Shinnecock",74,1
"877",1302,"2017",2,2017-06-09,"06_09",29,1.888847084,"Shinnecock",55,2
"878",1321,"2017",2,2017-06-09,"06_09",32,1.858356313,"Shinnecock",59,2
"879",1322,"2017",2,2017-06-09,"06_09",27,1.905842296,"Shinnecock",51,2
"880",1340,"2017",2,2017-06-09,"06_09",45,1.645659032,"Shinnecock",74,1
"881",1358,"2017",2,2017-06-09,"06_09",62,1.274595083,"Shinnecock",79,1
"882",1376,"2017",2,2017-06-09,"06_09",43,1.686732572,"Shinnecock",73,1
"883",1392,"2017",2,2017-06-09,"06_09",53,1.465183611,"Shinnecock",78,1
"884",1408,"2017",2,2017-06-09,"06_09",45,1.645659032,"Shinnecock",74,1
"885",1423,"2017",2,2017-06-09,"06_09",46,1.624237594,"Shinnecock",75,1
"886",1438,"2017",2,2017-06-09,"06_09",48,1.579981685,"Shinnecock",76,1
"887",1450,"2017",2,2017-06-09,"06_09",49,1.557312077,"Shinnecock",76,1
"888",1462,"2017",2,2017-06-09,"06_09",49,1.557312077,"Shinnecock",76,1
"889",1471,"2017",2,2017-06-09,"06_09",44,1.666511679,"Shinnecock",73,1
"890",1479,"2017",2,2017-06-09,"06_09",33,1.846741152,"Shinnecock",61,2
"891",1487,"2017",2,2017-06-09,"06_09",34,1.834357323,"Shinnecock",62,2
"892",1495,"2017",2,2017-06-09,"06_09",27,1.905842296,"Shinnecock",51,2
"893",1503,"2017",2,2017-06-09,"06_09",47,1.60231878,"Shinnecock",75,1
"894",1510,"2017",2,2017-06-09,"06_09",29,1.888847084,"Shinnecock",55,2
"895",1517,"2017",2,2017-06-09,"06_09",45,1.645659032,"Shinnecock",74,1
"896",1523,"2017",2,2017-06-09,"06_09",27,1.905842296,"Shinnecock",51,2
"897",789,"2017",3,2017-06-14,"06_14",30,1.879380895,"Shinnecock",56,2
"898",790,"2017",3,2017-06-14,"06_14",37,1.792410193,"Shinnecock",66,2
"899",791,"2017",3,2017-06-14,"06_14",55,1.419611821,"Shinnecock",78,1
"900",792,"2017",3,2017-06-14,"06_14",37,1.792410193,"Shinnecock",66,2
"901",793,"2017",3,2017-06-14,"06_14",47,1.60231878,"Shinnecock",75,1
"902",794,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"903",795,"2017",3,2017-06-14,"06_14",34,1.834357323,"Shinnecock",62,2
"904",796,"2017",3,2017-06-14,"06_14",58,1.353959245,"Shinnecock",79,1
"905",873,"2017",3,2017-06-14,"06_14",35,1.821184158,"Shinnecock",64,2
"906",874,"2017",3,2017-06-14,"06_14",126,1.001019464,"Shinnecock",126,1
"907",875,"2017",3,2017-06-14,"06_14",38,1.776793505,"Shinnecock",68,2
"908",876,"2017",3,2017-06-14,"06_14",28,1.897656828,"Shinnecock",53,2
"909",877,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"910",878,"2017",3,2017-06-14,"06_14",51,1.511344179,"Shinnecock",77,1
"911",879,"2017",3,2017-06-14,"06_14",30,1.879380895,"Shinnecock",56,2
"912",880,"2017",3,2017-06-14,"06_14",69,1.165412156,"Shinnecock",80,1
"913",943,"2017",3,2017-06-14,"06_14",32,1.858356313,"Shinnecock",59,2
"914",944,"2017",3,2017-06-14,"06_14",46,1.624237594,"Shinnecock",75,1
"915",945,"2017",3,2017-06-14,"06_14",35,1.821184158,"Shinnecock",64,2
"916",946,"2017",3,2017-06-14,"06_14",26,1.913436218,"Shinnecock",50,2
"917",947,"2017",3,2017-06-14,"06_14",38,1.776793505,"Shinnecock",68,2
"918",948,"2017",3,2017-06-14,"06_14",60,1.312908509,"Shinnecock",79,1
"919",949,"2017",3,2017-06-14,"06_14",72,1.130583272,"Shinnecock",81,1
"920",1000,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"921",1001,"2017",3,2017-06-14,"06_14",47,1.60231878,"Shinnecock",75,1
"922",1002,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"923",1003,"2017",3,2017-06-14,"06_14",32,1.858356313,"Shinnecock",59,2
"924",1004,"2017",3,2017-06-14,"06_14",32,1.858356313,"Shinnecock",59,2
"925",1005,"2017",3,2017-06-14,"06_14",63,1.256570527,"Shinnecock",79,1
"926",1049,"2017",3,2017-06-14,"06_14",26,1.913436218,"Shinnecock",50,2
"927",1050,"2017",3,2017-06-14,"06_14",42,1.706267717,"Shinnecock",72,1
"928",1051,"2017",3,2017-06-14,"06_14",31,1.869227139,"Shinnecock",58,2
"929",1052,"2017",3,2017-06-14,"06_14",28,1.897656828,"Shinnecock",53,2
"930",1053,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"931",1054,"2017",3,2017-06-14,"06_14",68,1.178570912,"Shinnecock",80,1
"932",1093,"2017",3,2017-06-14,"06_14",36,1.807205438,"Shinnecock",65,2
"933",1094,"2017",3,2017-06-14,"06_14",33,1.846741152,"Shinnecock",61,2
"934",1095,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"935",1096,"2017",3,2017-06-14,"06_14",67,1.192534974,"Shinnecock",80,1
"936",1134,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"937",1135,"2017",3,2017-06-14,"06_14",36,1.807205438,"Shinnecock",65,2
"938",1136,"2017",3,2017-06-14,"06_14",70,1.1530424,"Shinnecock",81,1
"939",1171,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"940",1172,"2017",3,2017-06-14,"06_14",32,1.858356313,"Shinnecock",59,2
"941",1173,"2017",3,2017-06-14,"06_14",62,1.274595083,"Shinnecock",79,1
"942",1203,"2017",3,2017-06-14,"06_14",33,1.846741152,"Shinnecock",61,2
"943",1204,"2017",3,2017-06-14,"06_14",32,1.858356313,"Shinnecock",59,2
"944",1205,"2017",3,2017-06-14,"06_14",50,1.534401164,"Shinnecock",77,1
"945",1231,"2017",3,2017-06-14,"06_14",31,1.869227139,"Shinnecock",58,2
"946",1232,"2017",3,2017-06-14,"06_14",24,1.926980625,"Shinnecock",46,2
"947",1233,"2017",3,2017-06-14,"06_14",56,1.397281537,"Shinnecock",78,1
"948",1257,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
"949",1258,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"950",1259,"2017",3,2017-06-14,"06_14",57,1.375371023,"Shinnecock",78,1
"951",1281,"2017",3,2017-06-14,"06_14",33,1.846741152,"Shinnecock",61,2
"952",1282,"2017",3,2017-06-14,"06_14",49,1.557312077,"Shinnecock",76,1
"953",1303,"2017",3,2017-06-14,"06_14",30,1.879380895,"Shinnecock",56,2
"954",1304,"2017",3,2017-06-14,"06_14",35,1.821184158,"Shinnecock",64,2
"955",1323,"2017",3,2017-06-14,"06_14",33,1.846741152,"Shinnecock",61,2
"956",1324,"2017",3,2017-06-14,"06_14",30,1.879380895,"Shinnecock",56,2
"957",1341,"2017",3,2017-06-14,"06_14",30,1.879380895,"Shinnecock",56,2
"958",1342,"2017",3,2017-06-14,"06_14",54,1.44227622,"Shinnecock",78,1
"959",1359,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"960",1360,"2017",3,2017-06-14,"06_14",58,1.353959245,"Shinnecock",79,1
"961",1377,"2017",3,2017-06-14,"06_14",34,1.834357323,"Shinnecock",62,2
"962",1378,"2017",3,2017-06-14,"06_14",33,1.846741152,"Shinnecock",61,2
"963",1393,"2017",3,2017-06-14,"06_14",35,1.821184158,"Shinnecock",64,2
"964",1394,"2017",3,2017-06-14,"06_14",34,1.834357323,"Shinnecock",62,2
"965",1409,"2017",3,2017-06-14,"06_14",31,1.869227139,"Shinnecock",58,2
"966",1410,"2017",3,2017-06-14,"06_14",27,1.905842296,"Shinnecock",51,2
"967",1424,"2017",3,2017-06-14,"06_14",41,1.72507236,"Shinnecock",71,1
"968",1425,"2017",3,2017-06-14,"06_14",29,1.888847084,"Shinnecock",55,2
